MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,Cloud9am,Cloud3pm,RainToday,RISK_MM,RainTomorrow,AverageTemp,AveragePressure,AverageHumidity,AverageWindSpeed
19.1,32.4,0,6.6,13.2,W,33,WSW,WSW,2,3,No,0,No,30.35,1010.9,53.5,18.5
18.2,40.6,0,8,13.3,E,78,E,S,0,0,No,0,No,34.25,1008.7,30,18.5
19.9,36.9,0,17,13.2,E,98,ENE,E,0,1,No,0,No,30.7,1009.45,34.5,37
21.1,40.7,0,16,11.9,E,65,NE,WSW,2,5,No,0,No,34.6,1004,25,27.5
19.2,31.7,0,11.2,13.2,ESE,56,SW,WSW,0,1,No,0,No,27.8,1007.25,45.5,17.5
17.2,30.5,0,11.6,13.1,ENE,46,ENE,WSW,0,0,No,0,No,26.2,1011.2,42,23.5
13.2,33.4,0,7.6,13.3,SSW,41,SSE,SW,1,1,No,0,No,29,1010.05,38,18.5
19.3,36.3,0,11.4,13.2,ESE,52,SSE,WSW,0,0,No,0,No,30.4,1009.3,33.5,23.5
17.2,36.8,0,10.2,13.2,ESE,63,ESE,ESE,0,1,No,0,No,30.55,1009.7,28.5,22
18.7,40.3,0,12,12.5,E,50,E,NE,1,3,No,0,No,32.25,1008.05,28.5,24
25.4,36.4,0,10.4,6.3,WSW,35,N,WSW,6,3,No,0,No,33.05,1009.15,41,19.5
21.7,38,0,8.4,13.2,SSW,44,NNE,SW,0,1,No,4.6,Yes,32.45,1007.55,43.5,20.5
23.3,29,4.6,11,2.4,N,57,NE,WSW,7,6,Yes,16,Yes,26.2,1000.95,76.5,19.5
18.5,25.9,16,5.4,11.8,WSW,39,SSW,WSW,7,1,Yes,0,No,23.65,1004.1,48,21
17.3,26.2,0,7.8,11.1,SW,46,S,WSW,7,4,No,0,No,23.55,1007.65,50,19.5
16.7,32.2,0,8.4,13,E,56,ENE,SSW,0,1,No,0,No,27,1010.35,37.5,28.5
18.4,37.4,0,10.6,13.2,E,54,ENE,E,0,0,No,0,No,32.2,1010.65,24.5,22.5
22.5,36.5,0,13.8,13.2,E,63,ENE,SE,0,0,No,0,No,32.6,1010.5,21,29.5
18.3,35.2,0,13.2,13,E,65,ENE,E,0,0,No,0,No,29.55,1008.65,25.5,25.5
19.4,37.2,0,14,13,E,54,ENE,ESE,0,0,No,0,No,32.35,1002.95,19,19.5
20,36.4,0,12,12.2,SSW,54,N,SW,1,1,No,0,No,30.9,997.45,35.5,25
16,26,0,11.2,11.5,S,43,SSW,SW,7,4,No,0,No,23.25,1008,39,21.5
13.4,29.3,0,8.8,13,SW,43,SE,SW,0,0,No,0,No,24.4,1013.65,35,24.5
17.3,36.8,0,9.4,13,E,48,E,ENE,0,0,No,0,No,30.5,1011.8,29,23
21,37.1,0,11.2,12.3,ENE,48,NE,SW,2,6,No,0,No,30.75,1008.65,30.5,18.5
18.9,33.5,0,9.2,13.2,SW,39,E,WSW,0,0,No,0,No,28.15,1009.7,36.5,20.5
17.8,32.1,0,9.8,13.1,S,52,SW,SW,0,0,No,0,No,27.9,1005.9,40,15.5
16.2,29.7,0,10.2,13.1,S,44,SSE,SW,1,0,No,0,No,25.3,1009.95,38.5,24
18,35.3,0,11,8.3,ENE,50,E,SW,7,6,No,0,No,29.15,1008.05,33.5,24.5
16,33.6,0,8,7.4,W,33,ESE,W,5,5,No,0.2,No,29.6,1007.9,34.5,13
20.2,31.2,0.2,8.2,5.5,SSW,41,S,S,7,7,No,0,No,26.95,1010.4,59.5,25
19.1,24.6,0,7.8,1,SSW,39,S,S,8,6,No,0,No,21.2,1008.2,63,27
11.2,27.1,0,3.2,13,W,46,SSE,SW,1,1,No,0,No,23.85,1011.65,36.5,24.5
11.3,30.8,0,8.6,13,SW,39,SSW,SW,0,0,No,0,No,25.85,1011,42,20.5
17.7,40,0,9.4,13.1,E,48,ENE,WSW,3,5,No,0,No,32.6,1009.15,33,22
26.9,40.4,0,8.2,12.5,WNW,57,N,W,5,6,No,0,No,36,1006.3,36,26
23.4,41.8,0,10.6,8.7,NNW,67,ENE,NNW,3,8,No,20.6,Yes,28.35,1009.1,68,27.5
23.5,38.4,20.6,8.4,11.9,NNW,54,NNE,WNW,5,3,Yes,1.8,Yes,30.05,1007.6,59.5,25.5
22.7,29.5,1.8,8.6,1.6,SSE,39,SSE,SSE,7,6,Yes,0.4,No,25.75,1010.75,67.5,23
17.9,30.7,0.4,6.8,12.4,E,41,E,WSW,0,0,No,0,No,25.45,1010.75,41.5,23.5
17.2,33.8,0,8,13.2,E,59,SE,WSW,0,0,No,0,No,29.8,1007.2,37.5,20.5
19.8,37,0,11.4,13,E,70,ENE,SW,0,1,No,0,No,30.6,1006.35,38,25
22.8,37,0,10.6,12.2,ESE,67,ESE,S,1,1,No,0,No,31.45,1008.2,38,23.5
18.3,29.7,0,12.2,12.2,ESE,63,ESE,SE,2,0,No,0,No,24.95,1016.65,32.5,37
16.2,30.3,0,14.4,12.4,E,72,E,E,1,1,No,0,No,24.7,1017.5,25.5,37
18.4,32.8,0,10.8,11.9,ENE,56,E,ENE,4,4,No,0,No,27.85,1013.9,26.5,27.5
20.9,33.8,0,10.2,11.8,E,41,ENE,WSW,1,5,No,0,No,30.5,1007.7,36.5,29
19.8,32.5,0,10,12.8,WSW,39,SSE,W,1,1,No,0,No,28.2,1007.9,52.5,17.5
20.7,35.3,0,9.8,12.7,ESE,54,E,E,1,0,No,0,No,29.65,1011.35,42.5,24
20.6,32.5,0,10.4,8.5,E,65,E,E,6,7,No,0,No,27.2,1014.65,44.5,33.5
19.2,31.9,0,11,12.4,E,70,ENE,E,2,0,No,0,No,27.65,1016.4,38,35
17.8,33.7,0,11.6,11.6,E,52,ENE,ENE,3,1,No,0,No,28.55,1015,34,28
21.3,35.1,0,10,10.2,E,43,ENE,SW,7,1,No,0,No,29.75,1010.9,39.5,17.5
23.1,37.6,0,8.6,12.8,WSW,43,E,SW,3,2,No,0,No,33.05,1007.5,34.5,26.5
24.9,39.5,0,13.6,10.6,E,61,E,ESE,1,5,No,0,No,34.1,1006.05,35,19.5
21.7,34.4,0,12.2,11.3,E,54,E,ESE,1,3,No,0,No,30.1,1007.4,44,26
20.9,34.3,0,8.6,12.8,ENE,41,ENE,ENE,1,2,No,0,No,29.75,1006.05,39.5,17.5
18.6,35.8,0,7.4,12.3,E,70,ENE,SSW,2,4,No,0,No,32.05,1007.25,36.5,20.5
21.1,30.6,0,11.2,0,E,65,E,ENE,7,7,No,0,No,26.65,1013,47.5,36
22,36.9,0,6.6,12.2,E,56,ENE,NE,2,2,No,0,No,32.4,1011.35,32.5,33
20.3,36.7,0,12.4,12.2,ENE,59,ENE,ENE,1,2,No,0,No,30.5,1008.1,29.5,32
19.9,35.2,0,11.8,12.3,E,44,ENE,E,1,1,No,0,No,30.55,1007.15,37,21
23.8,36,0,8.2,7.4,ENE,43,ENE,E,3,7,No,0,No,31.85,1005.7,44,25
24.5,38.7,0,7.8,11,ENE,43,E,WSW,1,2,No,0,No,33.5,1004.35,41.5,26
21.3,37.6,0,8.8,11.9,SW,33,NNW,WSW,0,1,No,0,No,32.65,1006.5,47.5,16.5
23.3,38.1,0,11.4,11.2,E,41,ENE,SW,1,2,No,0,No,32.85,1006.05,37.5,22
26.6,40.1,0,9.4,10.1,E,65,E,SSE,1,3,No,0,No,35,1005.75,36,17.5
21.3,35.6,0,9.6,11.7,E,61,E,ENE,1,1,No,0,No,30.25,1010.55,36.5,32.5
20.5,33.1,0,11.4,11.7,E,46,E,ESE,0,0,No,0,No,29,1011.25,31.5,24
19.6,35.1,0,11.6,11.5,ENE,48,ENE,NNE,1,0,No,0,No,29.6,1009.6,30,22.5
21.5,36.4,0,8.2,11.3,W,39,NNE,W,1,2,No,0,No,30.9,1005.25,33,26
22.2,29.4,0,8.4,9.1,SW,48,SSW,SW,7,2,No,0,No,26.4,1007.5,53,24
16.4,28,0,8.2,10.8,SSW,48,SSE,SW,3,2,No,0,No,25.1,1013.25,39.5,27
17.4,28.7,0,8.4,11.6,SW,43,SE,WSW,7,1,No,0,No,25.4,1013.9,39.5,20.5
18.1,31.4,0,7.8,11.6,SW,41,E,SW,0,1,No,0,No,26.45,1012.1,39,22.5
18,33.3,0,9.6,11.4,E,43,ENE,SW,0,0,No,0,No,28.25,1012.7,32.5,24
17.1,32.7,0,8.6,11,SW,44,SSE,WSW,1,1,No,0,No,28.35,1008.5,40,14
13.9,28.6,0,7.8,10.9,S,48,S,SW,1,2,No,0,No,25.1,1011.35,41,26
17.5,28.3,0,9.6,10.8,SSW,48,SE,SSW,1,3,No,0,No,24.4,1016.55,39.5,16
16.5,31.1,0,8.4,11.3,E,63,E,E,1,1,No,0,No,26.15,1018.2,33.5,29
18.8,35.4,0,10,11.2,E,67,ENE,NE,2,1,No,0,No,30.45,1012.9,27,19.5
22.8,35.6,0,11,11.2,E,76,NE,E,1,1,No,0,No,31.7,1011.85,33.5,25.5
19.3,33.8,0,13.2,10.9,E,70,E,E,0,3,No,0,No,28.25,1010.75,39,25.5
20.7,32.7,0,9.4,11.3,E,54,ENE,WSW,1,2,No,0,No,27.9,1010.25,49.5,25
19,31.2,0,7.8,11.3,WSW,37,ENE,W,0,1,No,0,No,27.95,1010.3,52.5,17.5
15.7,29.7,0,6.6,10.9,SW,43,S,SW,1,1,No,0,No,25,1012.05,52,18.5
16.6,29.7,0,8.4,10.6,E,69,ESE,WSW,1,1,No,0,No,25.4,1013.8,41.5,19.5
16.8,32.1,0,8.8,10.8,E,74,ENE,E,1,1,No,0,No,26.2,1011.8,41.5,24
20.9,34,0,8.2,10.4,NNE,43,N,WSW,1,6,No,0,No,28.85,1011.45,42,23
16.2,32,0,7.8,10.9,W,30,SSW,SW,1,1,No,0,No,27.2,1014.1,49,11.5
19.5,36,0,5.2,10.2,E,57,ENE,WSW,0,2,No,0,No,30.3,1017.25,37,13
20.9,37,0,9.4,10.7,ENE,46,ENE,W,0,1,No,0,No,30.25,1019.05,34,24
21.8,35.6,0,9.6,10.7,E,48,NE,SE,0,1,No,0,No,31.5,1019,21.5,16.5
15.6,34.8,0,8.6,11,SW,39,ENE,WSW,0,0,No,0,No,29.2,1017.75,22,21.5
12.5,34.9,0,8.2,11,ESE,39,ENE,SW,5,5,No,0,No,29.3,1015.95,21,21.5
19.1,33.9,0,7.4,10.9,E,72,E,NNW,2,6,No,0,No,28.25,1017.6,35,15.5
18.5,32.9,0,8.8,10.9,E,80,E,ESE,0,1,No,0,No,27.75,1021.3,32.5,26
18.5,32.4,0,9.2,10.9,E,50,E,ESE,0,1,No,0,No,27.45,1022.5,32,21.5
7.4,24.6,0,5.2,9.9,SW,33,ESE,W,1,1,No,0,No,20.65,1023.65,48.5,16
10.3,26,0,4.4,8.7,ENE,35,ENE,SW,0,5,No,0,No,21.2,1022.85,46.5,14.5
10.5,26.7,0,2.8,8.9,ENE,31,ENE,ESE,1,2,No,0,No,22.15,1022,39.5,14
10.2,26.9,0,3.6,9.7,ENE,30,NE,W,1,3,No,0,No,22.65,1021,32,13
9.8,25.7,0,4.2,7.9,SSW,41,NE,WSW,2,7,No,0,No,21.35,1019.4,39,15
14.1,23.4,0,4.2,10,E,43,SE,ESE,1,1,No,0,No,20.3,1021.5,38.5,16.5
11.5,25.7,0,4,9.9,E,43,ENE,ENE,0,0,No,0,No,20.2,1019.55,42,29.5
15.2,29.9,0,6.8,8.4,E,43,SSE,NE,3,7,No,0,No,24.4,1017.6,32,14
9.7,26.7,0,3,9.7,E,43,S,SW,0,1,No,0,No,21.3,1022.3,59.5,17.5
15.2,25.6,0,5.6,9.3,E,43,E,E,1,0,No,0,No,21.5,1028,45,18.5
14,23.7,0,5.2,9.6,E,43,E,E,1,0,No,0,No,20,1028.7,44,23.5
9.1,23.6,0,3.8,10.2,ENE,39,ENE,ENE,1,0,No,0,No,18.9,1026.9,40.5,22.5
11.4,23.3,0,6,9.6,ENE,50,ENE,ESE,1,2,No,0,No,18.9,1024.65,40.5,30.5
12.7,22.9,0,4.2,2.8,E,46,E,ENE,4,7,No,0,No,18.25,1022.95,43,14
14.8,22.3,0,4.2,1.4,ENE,44,ENE,ENE,7,7,No,0.6,No,19.4,1019,50.5,18.5
15.7,24.8,0.6,4.6,5.2,NE,30,NE,WSW,3,6,No,0.4,No,21.5,1012.45,48.5,14
12.4,23.1,0.4,1.6,2.6,SW,41,NNE,WSW,7,8,No,5,Yes,19.45,1013.2,78,13
8.8,21.7,5,1.8,9.4,ENE,33,WSW,E,1,2,Yes,0,No,18.5,1019.4,68.5,6.5
10.5,25.4,0,2.6,9.4,N,33,NE,N,1,4,No,16.8,Yes,20.5,1019.35,51,15.5
15.6,18.2,16.8,4.8,1.8,SW,70,WNW,SSW,8,4,Yes,11.8,Yes,16.95,1009.9,92,19.5
3.1,18.2,11.8,2,8.5,S,31,ENE,S,1,3,Yes,0,No,13.65,1024.65,69.5,12
4.1,21.9,0,1.6,8.5,SSW,33,NE,S,6,7,No,0,No,15.8,1028.3,60,13
4.4,22,0,2.6,8.3,E,28,ENE,S,0,5,No,0,No,17.5,1029.55,60,4.5
6.8,19.9,0,2.6,0.5,E,37,E,E,6,7,No,0,No,17.3,1027.15,59.5,18.5
12.2,20.8,0,2.2,3.8,E,37,ENE,ENE,5,6,No,0,No,17.7,1023.85,53.5,23
11.5,21.1,0,2.2,5.2,E,41,ENE,E,6,5,No,0,No,18.4,1020.95,47,22
12,23.1,0,3.8,9.1,ENE,41,ENE,NE,1,3,No,0,No,18.95,1018.1,41,13
10.8,25.3,0,3.2,9.4,ENE,33,ENE,SSE,0,1,No,0,No,19.95,1016.85,39.5,10.5
8,25.6,0,2.8,6.6,NNW,46,NNE,NW,7,8,No,18.8,Yes,20.75,1013,43,19.5
15.3,21.9,18.8,4.6,6.7,NNE,43,N,WSW,4,5,Yes,5.2,Yes,19.4,1010.35,76.5,18
12.6,21.2,5.2,1.6,3.2,N,35,NNE,WNW,7,7,Yes,9.6,Yes,17.8,1014.05,74,17
14.4,21,9.6,1,10.5,W,52,NNW,W,7,7,Yes,23.2,Yes,17.65,1011.4,88,18
13.4,19.8,23.2,1.8,8.2,SSW,33,SSE,S,3,6,Yes,0,No,17.3,1017.8,61.5,13
6.6,19.4,0,2.4,8.6,ESE,33,NNE,S,6,6,No,0,No,16.15,1021.55,54.5,13
7.9,17.2,0,1.8,1.9,E,31,ENE,SE,7,7,No,0,No,14.1,1020.15,63.5,16.5
7,18.8,0,1.6,9.9,E,39,E,SE,1,1,No,0,No,16.2,1018.9,37.5,23.5
4.2,19.7,0,2.6,9.3,ESE,37,ESE,ESE,0,3,No,0,No,15.75,1021.35,50,16
8.3,18.3,0,2.4,8.6,E,44,ENE,ESE,1,7,No,0,No,14.85,1026.1,57,23
5.1,19.8,0,2.2,9.2,ENE,50,ENE,E,1,1,No,0,No,16.55,1026.75,56.5,22
13.2,20.3,0,3.2,9.2,ENE,61,NE,ENE,3,0,No,0,No,17.5,1026.3,46,28
10.7,20.6,0,3.4,7.2,NNE,52,NNE,NE,4,5,No,0,No,16.5,1023.8,41.5,28.5
11.2,19.8,0,4,8.4,NE,50,NNE,NNE,3,3,No,0,No,16.95,1023.95,36,29.5
10.3,21,0,3.4,9.2,NE,48,NE,NE,2,3,No,0,No,17.8,1026,36,24
10,18.2,0,4.2,0.2,NNE,52,NNE,NNE,8,8,No,7.4,Yes,15.65,1021.8,37.5,24
9.9,14,7.4,3.4,0,NNE,52,N,N,7,8,Yes,10,Yes,11.7,1016.05,88,24
10.3,19.5,10,2.2,4.9,WSW,48,NNE,WNW,7,5,Yes,9.2,Yes,15.2,1017.4,81,16.5
11.6,20.1,9.2,1,6.6,W,39,NNE,WSW,6,3,Yes,0,No,16.85,1024.15,68,14
8,20,0,3.8,3.1,WNW,31,NNE,NNW,5,7,No,0.6,No,15.75,1025.35,69,13
12.1,20.7,0.6,0.8,4.1,WSW,44,N,WSW,7,1,No,5.4,Yes,17.45,1019.55,72,19.5
11.3,20,5.4,4.4,5.5,SW,41,W,WSW,6,5,Yes,1.4,Yes,16.95,1021.8,76.5,11
11.9,20.7,1.4,1.8,4.8,SSW,39,SSW,SW,2,7,Yes,0,No,17.95,1023.2,75.5,13.5
10.6,20.9,0,2.4,6,SE,26,N,S,7,5,No,0,No,17.55,1027.05,68,6
7.9,20.9,0,1.6,9.2,NE,31,ENE,NNE,1,1,No,0,No,17.4,1022.25,56,15
8,22.2,0,2.2,2.6,NW,37,NNE,NW,4,7,No,0.2,No,16.6,1016.4,73,13
14,23.1,0.2,1.2,5,NNW,67,N,NNW,6,6,No,37.4,Yes,19.2,1009.15,66.5,27.5
9.6,18.8,37.4,4.8,4.4,WSW,31,ENE,W,5,5,Yes,0,No,15.7,1017,72,5.5
8.6,20.4,0,1.2,1.4,NE,24,NE,N,7,7,No,0,No,15.85,1024.3,70.5,10
8.8,24.3,0,0.8,8.4,N,50,NNE,N,7,7,No,11.4,Yes,20.25,1016.1,45,21.5
13.9,15.6,11.4,3.8,0,N,50,NNE,NNE,8,8,Yes,26,Yes,14.75,1006.05,96.5,16.5
10.2,18.2,26,0.6,5.4,WNW,22,ENE,SSE,4,6,Yes,1.4,Yes,14.8,1013.25,78,7
9.5,17,1.4,1,2.2,WSW,54,N,NNW,6,8,Yes,22,Yes,15.45,1009,83,20.5
8.1,17.4,22,3.2,4.6,NW,50,N,W,6,6,Yes,14.4,Yes,13.8,1016.7,71.5,17.5
9.1,16.9,14.4,2,6.1,SW,56,WNW,SW,5,6,Yes,3.8,Yes,14.2,1015.25,70,19
5.7,14.9,3.8,1.6,7.3,S,30,NNE,SSW,1,3,Yes,0,No,12,1019.3,70,15.5
0.2,15.9,0,1.6,7.6,SE,30,NNW,ESE,1,5,No,0,No,11.25,1028.25,64,13.5
1.8,16.4,0,1.2,6.2,S,28,NW,SW,1,6,No,0,No,12.45,1030.9,60,9
1.5,17.3,0,1.4,9.6,S,33,ENE,SE,1,2,No,0,No,12.7,1030.3,61,8.5
2.7,16,0,1.2,5.4,E,35,NE,E,4,5,No,0,No,12,1031.4,64.5,11
4.4,16.3,0,1.8,2.9,ESE,33,E,E,6,4,No,0,No,13.75,1032.55,55.5,20
8.2,16.5,0,1.8,4.2,SE,41,E,ESE,7,6,No,0,No,13.25,1030.9,56.5,26
2.8,14.1,0,2,0.2,E,52,ENE,ESE,7,8,No,7.8,Yes,11.5,1025.8,62,19.5
10.1,12.8,7.8,3.8,0,ENE,44,ENE,ENE,8,8,Yes,3.6,Yes,11.35,1020.7,89.5,25
10.6,17.1,3.6,0,9.3,ENE,41,ENE,E,5,3,Yes,0,No,14.55,1017.9,65.5,19.5
9.7,20,0,2.2,7.9,ENE,35,NE,N,1,6,No,0,No,15.9,1018.35,63.5,13
8.2,22.1,0,1.4,9.2,N,33,ENE,N,0,0,No,4,Yes,17.5,1017.85,59.5,18
11.3,18.7,4,3,0.2,SW,37,N,WSW,7,8,Yes,11.2,Yes,16.25,1011,88,17.5
9.5,18.9,11.2,0.2,8,W,28,SSW,S,5,2,Yes,0,No,15.25,1018.95,68,8.5
8,18.8,0,1.2,6.5,E,37,ENE,ENE,6,3,No,0,No,14.4,1021.8,55,20.5
9.1,19.2,0,3.4,7,E,39,ENE,E,1,4,No,0,No,14.75,1020,53,15
10.5,20.2,0,1.4,7.8,NE,35,NNE,NNE,7,3,No,1,No,15.45,1017.25,69,12
10.7,18.6,1,2,3.5,NW,33,NNE,WNW,5,7,No,4.8,Yes,15.9,1015.85,74.5,16
8.7,18.9,4.8,0.8,5.8,W,41,NE,NNE,3,7,Yes,5.8,Yes,14.35,1015.25,83,15
7.6,18.7,5.8,1.8,4.8,NNW,28,NNE,N,4,5,Yes,9.4,Yes,14.65,1016.8,84,13
8.2,19.8,9.4,2.4,3.6,NE,28,NE,NW,7,6,Yes,0,No,15.5,1020.15,74,14
11.4,21.7,0,1.4,3.9,NNE,31,NE,NNE,7,7,No,0.4,No,18.45,1016.9,56.5,14
13.2,18.6,0.4,0.8,0,NNW,39,NE,NNE,8,7,No,1.4,Yes,16.3,1014.3,80,12
11.3,20.3,1.4,0.2,3.6,SSW,26,NE,WSW,7,4,Yes,0,No,17.05,1015.7,71.5,10
8,21.8,0,2,6.3,NW,61,N,N,1,7,No,22,Yes,17.25,1010.15,67,20.5
14.2,20.1,22,4.4,3.8,WNW,72,WNW,W,6,7,Yes,11.8,Yes,17.1,1003.85,80,28
13.8,20.4,11.8,4.2,6.2,WSW,65,W,NW,7,7,Yes,15.6,Yes,17.15,1010.7,58.5,24
12.9,20.9,15.6,1,7.2,NW,61,NE,NW,3,7,Yes,25.6,Yes,16.3,1010.1,83,25
13.7,20.7,25.6,4,6.6,WNW,67,W,WSW,7,7,Yes,8.8,Yes,17.6,1008.4,67.5,31.5
11.2,19.8,8.8,2.8,3.2,WNW,57,N,WNW,6,8,Yes,15.4,Yes,15.75,1011.1,90,20.5
13.6,20.2,15.4,1.6,4.7,WSW,65,NW,WNW,7,6,Yes,9.2,Yes,17.7,1012.5,85.5,21
12,17.3,9.2,4.4,6,WSW,52,WSW,SW,3,7,Yes,6,Yes,13.85,1019.45,78.5,19.5
3,16.9,6,1.8,9.6,SE,30,NE,S,1,2,Yes,0,No,12.9,1025.8,65,7.5
4.6,16.5,0,1.4,9.8,E,41,ENE,NE,0,1,No,0,No,12.6,1025,56,19.5
5.9,20.5,0,3,9.7,NNE,48,NE,NNE,1,2,No,1.4,Yes,16.6,1016.1,37,26
11,20.8,1.4,3.8,6.6,N,35,N,W,7,3,Yes,0.6,No,17.1,1015.8,70.5,11
13.2,19.4,0.6,1.4,5.2,WSW,54,N,W,7,6,No,2.2,Yes,17.1,1016.05,71.5,21.5
8.4,18.7,2.2,2.4,8,SSW,35,NE,SW,1,7,Yes,0,No,16.25,1020.8,58.5,12
4.1,19.5,0,2.4,9.6,E,35,ENE,W,0,3,No,0,No,15.95,1022.6,48,7
5.7,20.2,0,2.6,8.9,ENE,39,NE,ENE,7,7,No,0,No,14.55,1020.95,52.5,10.5
7.3,22,0,2.6,9.7,ENE,41,ENE,NNE,0,4,No,0,No,17.55,1012.95,51,20.5
10.3,24.7,0,2,6.9,NNW,57,NNE,N,1,7,No,17,Yes,20,1006.65,52,26.5
13.3,18.4,17,3.4,4.5,NW,52,W,W,7,6,Yes,6,Yes,16.15,1012.9,68,18.5
10.7,20.3,6,4.6,7.3,WNW,74,N,NW,5,6,Yes,12.8,Yes,17.1,1009.45,67.5,37
9.9,17.4,12.8,4.6,8.3,SW,54,WSW,WSW,5,5,Yes,0.6,No,14.5,1020,69.5,24
7.5,18.3,0.6,1.8,7.3,NW,28,NNE,W,3,6,No,0,No,14.9,1025.05,64,12
8.1,19.7,0,2.4,7.5,N,37,ENE,NNE,7,3,No,0,No,15.2,1022.9,59.5,15
9.5,23.4,0,2.4,10.5,NNE,35,NE,NNE,0,1,No,0,No,19.45,1017.5,39.5,17
9,24.1,0,2.8,10.4,NW,44,N,NW,1,2,No,0,No,20.5,1016.3,60,22.5
14.4,27,0,3.6,6.2,WNW,74,NNE,NNW,3,7,No,37.2,Yes,22.4,1013.05,51,31.5
13.9,18.3,37.2,6,6.8,NW,57,WSW,WSW,8,3,Yes,0.4,No,15.95,1019.8,68,20.5
7.3,20.9,0.4,2.4,10.2,NW,41,NNE,NW,1,2,No,8,Yes,17.45,1022.35,52,19.5
12,18.1,8,3.4,10.1,SW,52,SE,SW,3,5,Yes,0,No,16,1025.2,50.5,16.5
4.4,18.6,0,3.2,10.4,WSW,33,NE,NNW,2,2,No,0,No,15.35,1027.85,49,11
4.4,18.4,0,2.8,10.5,W,35,ENE,SW,3,3,No,0,No,15.55,1025.8,51.5,15.5
4.4,20.1,0,3,10.5,SW,31,NE,WSW,2,3,No,0,No,16.4,1021.9,54,14
4.9,21,0,3.8,9.6,ENE,28,NE,W,2,4,No,0,No,17.5,1020.75,60.5,15
6.4,22.8,0,2.2,9.5,ENE,50,E,ENE,1,7,No,0.2,No,18.8,1017.85,52.5,26
12.2,19.8,0.2,2.6,3.7,W,26,NNE,WSW,7,6,No,2,Yes,16.95,1016.85,75,14
10.8,21.7,2,1.2,9.6,W,31,N,WSW,1,2,Yes,0,No,18.9,1016.2,69,14
8.7,23.1,0,2.2,8.7,NW,48,NNE,NW,1,5,No,16.6,Yes,18.65,1010.75,63.5,20
13.2,16.7,16.6,8.6,1.6,SW,54,S,SW,7,7,Yes,6.6,Yes,13.35,1008.05,85,17.5
7.5,18.3,6.6,2.4,6.3,WNW,44,NNE,NW,3,7,Yes,1.6,Yes,14.55,1019.65,71,16.5
11,19,1.6,1.2,4.5,WSW,30,N,WSW,7,7,Yes,0,No,15.65,1023.6,74.5,11.5
7.3,19.8,0,1.6,9.2,SW,43,NNE,SW,4,5,No,0,No,16.8,1027.15,63.5,16
6.3,20.6,0,3.2,10.4,SW,41,SSE,S,1,1,No,0,No,17.2,1032.6,49,15
7.2,20.3,0,3.6,10.3,ESE,37,SSE,E,1,1,No,0,No,16.6,1033.75,48,19.5
7.1,20,0,4.6,10.6,E,50,E,ESE,1,1,No,0,No,17,1035.45,45,27.5
8.2,20.8,0,3.8,10.6,E,41,E,E,1,0,No,0,No,17.25,1036.45,46.5,21.5
9,22.4,0,4.4,10.5,E,43,ENE,N,0,0,No,0,No,18.2,1034.3,44,14.5
6.9,24.2,0,4,11,NNE,35,NE,NE,0,0,No,0,No,20.1,1028.65,34.5,15
7.7,26.2,0,3.8,11.1,NW,52,N,W,0,1,No,0,No,20.65,1021.75,41,22
9,21.8,0,4.8,8.2,W,33,NE,WSW,2,6,No,0,No,19.3,1022.2,60,11.5
11.2,22.9,0,2.8,6.8,NNE,24,NE,W,7,1,No,0.2,No,19.4,1020.5,48.5,11
13,21.3,0.2,3.2,0.5,WSW,33,N,WSW,8,8,No,19.2,Yes,16.8,1018.35,90,17.5
13.9,20.8,19.2,2,5.6,NW,54,N,WNW,7,5,Yes,3,Yes,19.2,1014.4,72,23
9,21.1,3,2.8,8.5,WNW,52,N,NW,6,4,Yes,13,Yes,17.9,1012.85,61.5,24
11.5,17.8,13,4,6,SW,76,WSW,WSW,8,6,Yes,4.2,Yes,14.3,1007.6,64.5,27.5
11.6,19.1,4.2,4,4.3,WSW,54,SW,WSW,7,5,Yes,0.4,No,16.7,1020.95,67,22.5
10.5,21.2,0.4,2.8,3.4,NW,37,NNE,WNW,7,4,No,3.6,Yes,18.65,1020.3,61.5,15.5
12,19,3.6,3,3.6,W,57,NNW,W,6,4,Yes,12.6,Yes,15.5,1013.35,86,22
7.7,16.9,12.6,2.2,2.1,S,24,ENE,E,7,7,Yes,0,No,14.4,1022.3,54.5,9
5.2,20.6,0,2.2,10.8,W,33,NE,SW,1,2,No,0,No,16.9,1024.1,48.5,14
4.7,22.3,0,4,10.7,WSW,39,SSW,SSW,7,7,No,0,No,18.7,1019,41.5,13.5
6.7,20.4,0,4.6,9.4,W,31,N,W,1,6,No,13,Yes,18,1014.1,58.5,13
12.7,17.5,13,2.8,4.8,SW,52,SW,SW,7,6,Yes,3.8,Yes,15.55,1011.25,68.5,24
8.2,17.2,3.8,4.2,7.5,WSW,67,W,S,5,5,Yes,4.6,Yes,12.35,1011.2,76,21.5
3.8,18.5,4.6,3.8,9.1,SW,24,N,SW,3,4,Yes,0,No,15.55,1018.7,51,12
4.7,22.6,0,3,11.3,ESE,46,N,NW,0,2,No,0,No,19.15,1016.4,35.5,4
11.6,22.1,0,6.2,4.7,ENE,61,ENE,E,5,6,No,0,No,19.2,1015.35,46,25.5
13.9,28.3,0,6.2,7.8,E,59,ENE,N,3,3,No,0,No,23.1,1009.15,35,20
